deal_id,deal_name,amount,deal_stage,close_date,company_id,contact_id,is_won,deal_type,region,discount_percentage
260,Wonka Systems Renewal,74152.66,closedlost,2021-07-19,289,125,0,Cross-sell,EMEA,15
261,Acme Enterprises Distribution Agreement,137461,qualifiedtobuy,07-12-2021,188,134,0,New Business,APAC,0
262,Vector Group Platform Deal,14748,decisionmakerboughtin,10/07/2021,77,151,True,Upsell,APAC,20
263,Nova Systems - Q2 Expansion,117688.39,closedwon,2023-02-03,86,121,1,Cross-sell,APAC,25%
264,Cyberdyne Studio - Q3 Expansion,70890.97,qualifiedtobuy,2023-09-02,96,126,True,Upsell,APAC,20
265,Nova Networks Renewal,74003.52,qualifiedtobuy,2021/07/05,233,90,True,Cross-sell,LATAM,25
266,Atlas LLC Licensing Deal,"$6,426",closedwon,2022-03-17,296,368,1,Renewal,EMEA,20
267,Catalyst Labs - Q3 Expansion,129914.38,contractsent,2021-07-25,154,192,1,Upsell,APAC,15%
268,Wonka Enterprises Upgrade,22685.08,contractsent,15/04/2022,117,225,False,New Business,APAC,10%
269,Oscorp Corp Licensing Deal,140162.6,closedwon,2022-06-27,198,335,1,Cross-sell,EMEA,10
270,Globex Ventures - Q1 Expansion,67805.44,qualifiedtobuy,01/2021,260,85,False,Cross-sell,APAC,20
271,Meridian Solutions Renewal,"$149,798",contractsent,2023-09-24,265,300,True,Renewal,LATAM,25
272,Globex Co Support Contract,143080,closedwon,13/05/2022,73,391,1,Upsell,LATAM,5
273,Horizon Labs Renewal,101219,appointmentscheduled,2021-04-15,108,1,False,Cross-sell,APAC,20
274,Pied Piper Networks Consulting,102707.61,closedwon,2021-11-22,241,133,1,Upsell,AMER,0
275,Compass Industries Distribution Agreement,33623.93,appointmentscheduled,02-27-2022,261,154,False,Cross-sell,AMER,0
276,Nova Inc Licensing Deal,"$139,333",closedwon,05/2022,212,381,1,New Business,LATAM,15
277,Meridian Enterprises Consulting,43683.67,appointmentscheduled,2022/07/19,243,16,False,Upsell,APAC,5
278,Nimbus Collective Renewal,140221.76,closedlost,2021-03-18,43,52,0,Upsell,EMEA,0
279,Oscorp Group Consulting,"$6,887.54",appointmentscheduled,2022-02-02,150,188,Yes,Upsell,LATAM,15%
280,Duff Networks Upgrade,91366.05,appointmentscheduled,2021-11-25,270,37,False,New Business,LATAM,10
281,Nimbus Co Upgrade,147705.2,closedlost,2023-07-14,232,184,0,Renewal,AMER,5
282,Summit Inc - Q1 Expansion,87311.28,qualifiedtobuy,2021/03/24,19,41,No,Cross-sell,LATAM,0
283,Oscorp Networks Upgrade,126327.08,contractsent,2021-07-07,283,374,False,Cross-sell,AMER,15
284,Horizon Enterprises Platform Deal,85418.74,closedlost,2023-07-22,166,231,0,New Business,AMER,10
285,Anchor Networks - Q2 Expansion,95099.16,qualifiedtobuy,24/04/2022,172,76,False,Renewal,APAC,0%
286,Apex Partners Support Contract,92221.45,decisionmakerboughtin,2023-07-17,257,104,False,New Business,LATAM,25
287,Sirius Works Upgrade,35410.84,appointmentscheduled,2022-07-15,234,23,True,Upsell,LATAM,10
288,Beacon Partners Upgrade,65071.6,decisionmakerboughtin,2021-04-27,20,118,0,Renewal,LATAM,0
289,Zenith Works - Q4 Expansion,128429.85,closedwon,2021-09-22,157,394,1,Cross-sell,APAC,5
290,Quantum Holdings Consulting,62920.77,contractsent,2023/12/09,220,41,0,Upsell,AMER,10%
291,Lantern Studio Renewal,"$41,237",qualifiedtobuy,2021-02-25,159,278,True,Renewal,EMEA,20
292,Pied Piper Enterprises Renewal,"$58,794",closedlost,26/05/2023,239,262,0,New Business,EMEA,0%
293,Compass Inc Support Contract,65427.83,closedlost,2022-01-11,268,354,0,Cross-sell,AMER,5%
294,Nova Dynamics Support Contract,7252.73,closedwon,2022-07-11,35,382,1,New Business,APAC,0
295,Gringotts Studio - Q3 Expansion,71541.04,contractsent,2023-09-18,174,213,1,Renewal,EMEA,20
296,Stark Systems Upgrade,39483.93,decisionmakerboughtin,2021-05-22,163,126,1,Upsell,APAC,10
297,Zenith Labs Renewal,130556.23,decisionmakerboughtin,2021-01-10,272,187,False,New Business,APAC,0%
298,Vector Networks Renewal,126378.61,closedwon,26/10/2021,171,163,1,New Business,APAC,20
299,Gringotts Technologies - Q3 Expansion,"$88,657",contractsent,02/12/2022,207,386,Yes,New Business,LATAM,10
300,Titan Networks Support Contract,143636.44,decisionmakerboughtin,01-16-2023,82,303,1,Upsell,LATAM,0
301,Atlas LLC Support Contract,79639.39,closedwon,2021/01/14,296,374,1,Cross-sell,LATAM,20
302,Stellar Corp Licensing Deal,29483.58,closedlost,2023-08-01,64,362,0,Upsell,AMER,25
303,Pied Piper Corp - Q2 Expansion,"$17,779.42",qualifiedtobuy,2023-07-05,128,68,True,New Business,EMEA,15%
304,Catalyst Collective Renewal,"$128,805",decisionmakerboughtin,2023-09-22,74,76,False,Renewal,AMER,25
305,Beacon Networks Upgrade,112500.32,appointmentscheduled,2022-03-02,251,251,False,Upsell,LATAM,0
306,Cyberdyne Collective Licensing Deal,30937.68,contractsent,2023-08-12,144,91,True,Cross-sell,LATAM,10%
307,Meridian Group Support Contract,15726.36,contractsent,2021-05-24,69,9,0,Renewal,LATAM,0%
308,Duff Group Upgrade,103756.03,qualifiedtobuy,17/08/2023,55,124,True,Renewal,EMEA,15%
309,Zenith Works Licensing Deal,144137.44,closedlost,2022-10-07,157,370,0,Renewal,EMEA,15
310,Beacon Holdings - Q3 Expansion,12363.97,decisionmakerboughtin,06/2023,126,167,True,Upsell,AMER,15
311,Nova Inc Renewal,15431.57,closedlost,08-23-2023,212,274,0,Cross-sell,EMEA,10
312,Horizon Labs Consulting,112216.24,closedwon,2021-02-26,108,48,1,Upsell,EMEA,15
313,Vertex LLC Support Contract,54178.05,decisionmakerboughtin,2023-05-01,4,251,0,Upsell,EMEA,25%
314,Aperture Works Upgrade,"$44,955",qualifiedtobuy,01-24-2023,11,342,True,Upsell,AMER,0%
315,Wayne Technologies Upgrade,102981.51,qualifiedtobuy,01/07/2022,105,188,True,New Business,EMEA,5%
316,Pied Piper LLC Support Contract,85526.75,decisionmakerboughtin,2022-03-27,56,223,False,Cross-sell,AMER,20
317,Sirius Co Support Contract,104483.13,qualifiedtobuy,2023-08-03,162,134,False,Upsell,EMEA,20
318,Wonka Holdings Platform Deal,8562.97,closedwon,2021-09-08,298,365,1,New Business,AMER,20
319,Prism Studio Upgrade,120627.64,decisionmakerboughtin,2021-07-16,276,48,True,New Business,AMER,20
320,Anchor Labs Consulting,103941.65,qualifiedtobuy,25/01/2021,280,42,False,New Business,EMEA,10%
321,Beacon Ventures Renewal,112522.29,contractsent,2022-09-21,300,42,True,Upsell,APAC,10
322,Summit Works Upgrade,78811.1,decisionmakerboughtin,2023-11-19,259,331,0,Upsell,AMER,10
323,Anchor Inc Distribution Agreement,,closedwon,01/08/2022,161,195,1,Renewal,AMER,15
324,Wayne Works Upgrade,148609.46,contractsent,2021-07-05,186,371,True,New Business,APAC,10
325,Wonka Co - Q1 Expansion,92517.11,closedlost,2022/01/14,193,374,0,Renewal,EMEA,20
326,Duff Networks Platform Deal,83813.22,appointmentscheduled,2021-07-09,270,95,True,New Business,APAC,25
327,Nova LLC Distribution Agreement,37091.85,qualifiedtobuy,2023-04-17,91,281,False,Upsell,LATAM,20
328,Compass Inc Upgrade,79719.84,decisionmakerboughtin,2022-12-05,268,293,0,Renewal,APAC,0
329,Orbit Networks Licensing Deal,101686.89,decisionmakerboughtin,2022-01-06,200,150,False,Upsell,APAC,5
330,Soylent Industries Renewal,"$137,524.89",contractsent,2022-09-19,12,343,False,New Business,APAC,5
331,Nimbus Dynamics Consulting,44415.06,contractsent,11/12/2023,92,142,True,Upsell,AMER,10%
332,Sirius Co Renewal,68756.84,closedlost,26/03/2021,162,363,0,New Business,EMEA,20
333,Wayne Systems Support Contract,143475.38,qualifiedtobuy,2021-01-14,47,324,Yes,Cross-sell,APAC,15%
334,Atlas Corp - Q1 Expansion,82911.32,qualifiedtobuy,2021-10-04,209,399,1,New Business,AMER,25
335,Compass Holdings Upgrade,91851.65,closedlost,2022-01-20,255,136,0,New Business,EMEA,10
336,Duff Networks Upgrade,125871.72,closedwon,2022-04-08,270,328,1,Cross-sell,AMER,5
337,Soylent Partners Platform Deal,128734.31,qualifiedtobuy,03/07/2022,111,311,False,Cross-sell,EMEA,10
338,Wonka Partners Distribution Agreement,127134.01,contractsent,12-04-2023,173,122,True,Upsell,EMEA,20
339,Oscorp Enterprises Renewal,38850.01,contractsent,06-24-2021,204,312,No,New Business,LATAM,20
340,Pied Piper LLC Distribution Agreement,44269.72,closedwon,03/2023,56,249,1,New Business,AMER,10
341,Unknown Co Support Contract,"$19,496",decisionmakerboughtin,2022/01/07,312,230,0,Cross-sell,EMEA,20
342,Cobalt Labs Renewal,113676.59,decisionmakerboughtin,2023-08-09,290,298,True,Cross-sell,LATAM,25
343,Sirius Works Upgrade,22892.85,closedwon,2022-10-13,234,46,1,Renewal,EMEA,20
344,Massive Partners Support Contract,84417.47,qualifiedtobuy,2022-03-25,100,90,True,Cross-sell,EMEA,20
345,Umbrella Partners Licensing Deal,108935.79,closedlost,03/2022,61,235,0,Upsell,APAC,25
346,Summit Labs Platform Deal,85373.91,decisionmakerboughtin,2022-11-04,125,267,False,New Business,AMER,15
347,Prism Global Upgrade,138595.75,closedwon,2022-10-13,76,223,1,Cross-sell,LATAM,0
348,Meridian Ventures Support Contract,60401,closedwon,2022-02-09,75,393,1,Renewal,APAC,25
349,Hooli Dynamics Support Contract,146967.93,appointmentscheduled,13/07/2023,85,245,False,Upsell,EMEA,0
350,Anchor Networks - Q1 Expansion,48887.52,contractsent,2021-05-21,172,14,False,Upsell,AMER,20
351,Catalyst Collective Consulting,90226.52,closedlost,2022-05-01,74,26,0,New Business,LATAM,5
352,Gringotts Dynamics Platform Deal,"$58,286.50",decisionmakerboughtin,2023-08-24,211,344,1,New Business,APAC,0
353,Anchor Co Renewal,31190.17,qualifiedtobuy,2021-03-11,274,135,0,Cross-sell,EMEA,15
354,Anchor Solutions Platform Deal,77480.87,appointmentscheduled,2022-02-08,6,105,True,Upsell,LATAM,15
355,Wonka Co Support Contract,"$49,130",contractsent,05-19-2022,193,63,Yes,Renewal,EMEA,0
356,Fusion Enterprises Distribution Agreement,22124.21,closedlost,2022-02-13,28,122,0,Cross-sell,AMER,5%
357,Aperture Inc Platform Deal,86305.45,closedlost,2021-05-17,48,252,0,Cross-sell,LATAM,5
358,Apex Industries Support Contract,51432.22,closedwon,2021-09-22,119,277,1,Cross-sell,EMEA,15
359,Quantum Holdings Renewal,"$129,155.06",contractsent,2022-04-13,220,207,False,Cross-sell,AMER,0
360,Cobalt Systems Consulting,3209.99,closedlost,2021-02-13,115,323,0,Cross-sell,EMEA,25
361,Gringotts Partners Platform Deal,89531,closedwon,2021-06-19,38,268,1,Renewal,AMER,15
362,Anchor Labs Platform Deal,108159.15,appointmentscheduled,12/2023,280,9,True,Renewal,APAC,25%
363,Wonka Partners Renewal,27677.3,decisionmakerboughtin,2021-12-21,173,377,False,Cross-sell,LATAM,15
364,Cyberdyne Studio Distribution Agreement,80297.4,contractsent,2023-11-22,96,14,True,Upsell,LATAM,20
365,Beacon Labs Support Contract,60390,closedlost,2021-11-18,67,164,0,Upsell,APAC,0
366,Soylent Corp Licensing Deal,101278,closedlost,2023-06-22,185,387,0,Upsell,APAC,10
367,Apex Global Distribution Agreement,80372.76,qualifiedtobuy,2021-11-08,269,202,Yes,Renewal,LATAM,5
368,Meridian Co Consulting,73012.12,qualifiedtobuy,2021-09-25,294,53,False,Renewal,LATAM,5
369,Anchor Industries Support Contract,106881.68,closedwon,11/2023,114,356,1,New Business,LATAM,20
370,Hooli Holdings - Q3 Expansion,101638.58,contractsent,04/2022,287,167,False,New Business,EMEA,15
371,Pied Piper Industries Consulting,68597.83,decisionmakerboughtin,2022-04-13,102,268,True,Renewal,AMER,0%
372,Nimbus Enterprises Distribution Agreement,127144.16,qualifiedtobuy,2022-01-01,110,215,False,New Business,APAC,0%
373,Sirius Works Renewal,2002.25,closedwon,2021-10-24,234,197,1,Upsell,APAC,15%
374,Summit Enterprises Licensing Deal,21594.64,appointmentscheduled,2022-09-15,170,286,False,Renewal,APAC,20
375,Wayne Dynamics Consulting,"$50,511.92",qualifiedtobuy,2023-02-03,217,187,False,New Business,EMEA,5
376,Aperture Collective Support Contract,6034.61,qualifiedtobuy,2022/06/03,118,301,1,Cross-sell,AMER,25%
377,Nimbus Networks Licensing Deal,134931.45,closedwon,12-16-2023,267,269,1,Renewal,LATAM,5
378,Gringotts Enterprises Platform Deal,"$121,351.64",decisionmakerboughtin,2023-04-26,264,379,1,Upsell,EMEA,5%
379,Vertex LLC Upgrade,31389.6,appointmentscheduled,2021-09-08,4,321,True,Renewal,EMEA,20%
380,Anchor Collective Renewal,84744.15,qualifiedtobuy,2022-08-11,266,362,False,Upsell,LATAM,5
381,Atlas Collective Renewal,144092.24,contractsent,02-13-2023,167,73,True,Upsell,EMEA,15
382,Pied Piper Technologies Platform Deal,143345.95,decisionmakerboughtin,2023/10/20,112,290,0,Renewal,EMEA,25
383,Catalyst Collective Platform Deal,81484.37,closedlost,2022-12-08,74,122,0,Renewal,APAC,15%
384,Sirius Ventures Distribution Agreement,87063.73,qualifiedtobuy,2021-01-19,238,378,False,Cross-sell,EMEA,5
385,Nimbus Systems - Q2 Expansion,135259.82,closedwon,2021/08/03,299,225,1,Cross-sell,EMEA,5
386,Cyberdyne Ventures Support Contract,"$9,089.30",qualifiedtobuy,2021-06-13,168,71,1,New Business,APAC,20
387,Pied Piper Enterprises Distribution Agreement,100434.84,closedlost,2021-12-24,239,266,0,Upsell,LATAM,0
388,Umbrella LLC - Q3 Expansion,48789.39,decisionmakerboughtin,2023-02-27,21,104,No,Renewal,AMER,5
389,Aperture Inc Platform Deal,30627.09,closedlost,2023-12-12,48,12,0,Upsell,EMEA,20
390,Atlas LLC Distribution Agreement,"$110,031.56",qualifiedtobuy,04/10/2021,296,213,False,New Business,LATAM,15
391,Fusion Enterprises Renewal,108726.9,appointmentscheduled,02/03/2021,28,59,True,Cross-sell,AMER,5
392,Nimbus Enterprises Upgrade,16440.81,contractsent,2023/01/22,110,19,True,Renewal,AMER,0%
393,Catalyst Holdings Licensing Deal,126158.72,decisionmakerboughtin,2021-03-20,286,350,False,Renewal,APAC,25
394,Hooli Corp Consulting,"$68,606.42",closedlost,27/08/2023,1,110,0,Cross-sell,APAC,20
395,Gringotts Co Platform Deal,63946.51,appointmentscheduled,2023/03/01,158,391,True,Upsell,LATAM,5
396,Nova Systems - Q4 Expansion,"$62,438",closedlost,2023-02-14,86,307,0,New Business,APAC,10
397,Vertex LLC Upgrade,115493.46,qualifiedtobuy,2023-06-13,4,114,1,Cross-sell,APAC,20%
398,Wayne Labs Upgrade,65693,qualifiedtobuy,2022-02-05,179,191,False,New Business,EMEA,20%
399,Nova Inc Support Contract,78010.94,contractsent,2022-03-14,212,284,True,Renewal,LATAM,0%
400,Pied Piper LLC - Q4 Expansion,50488.75,appointmentscheduled,2022/08/04,56,176,1,Renewal,APAC,20
