company_id,company_name,domain,industry,number_of_employees,is_customer,created_date,account_manager,renewal_date,is_key_account
260,Globex Ventures,globexventures.com,Healthcare,315,1,05-18-2021,Ellen Ford,2025-07-15,True
261,Compass Industries,compassindustries.com,Finance,2935,True,2022-11-10,Ellen Ford,2025-07-13,0
262,Pied Piper Dynamics,piedpiperdynamics.com,Education,2421,True,2022-11-26,Liam O'Connor,2025-01-18,1
263,Acme Collective,acmecollective.com,Agriculture,3233,True,2022-04-24,Liam O'Connor,2025-04-14,True
264,Gringotts Enterprises,gringottsenterprises.com,Biotech,2075,0,10/2023,Tariq Osei,2026-09-03,1
265,Meridian Solutions,meridiansolutions.com,Logistics,1055,True,05-20-2021,Ellen Ford,2025-08-11,True
266,Anchor Collective,anchorcollective.com,Logistics,2596,True,2021-06-08,Liam O'Connor,2026-11-14,False
267,Nimbus Networks,nimbusnetworks.com,Education,896,1,18/03/2022,Liam O'Connor,2024-01-28,No
268,Compass Inc,compassinc.com,Technology,4523,False,2023-03-12,Hana Kobayashi,2026-05-05,False
269,Apex Global,apexglobal.com,Manufacturing,1961,True,03/2023,Hana Kobayashi,2026-03-24,True
270,Duff Networks,duffnetworks.com,Biotech,519,True,2021-11-07,Ellen Ford,2025-08-15,Yes
271,Stark Global,starkglobal.com,Robotics,2162,True,2022-11-13,Liam O'Connor,2024-09-09,False
272,Zenith Labs,zenithlabs.com,Telecom,3954,True,15/03/2023,Hana Kobayashi,05-07-2026,True
273,Duff Technologies,dufftechnologies.com,Healthcare,933,False,2022/04/19,Priya Nair,2024-01-05,1
274,Anchor Co,anchorco.com,Technology,1367,True,2023-07-20,Liam O'Connor,2024-12-24,True
275,Lantern Networks,lanternnetworks.com,Telecom,1402,No,2023-03-26,Carlos Mendes,2026-11-17,False
276,Prism Studio,prismstudio.com,Hospitality,568,No,02/2021,Liam O'Connor,2025/03/20,True
277,Summit Global,summitglobal.com,Pharmaceuticals,768,True,2023/09/27,Hana Kobayashi,06/2025,False
278,Fusion Labs,fusionlabs.com,Hospitality,4724,0,25/08/2022,Ellen Ford,2026-09-14,1
279,Anchor Global,anchorglobal.com,Pharmaceuticals,4262,0,2023-06-14,Carlos Mendes,2025-11-19,False
280,Anchor Labs,anchorlabs.com,Agriculture,2262,False,2021-07-18,Tariq Osei,2024-06-18,False
281,Hooli Systems,hoolisystems.com,Construction,1330,No,2022-09-20,Liam O'Connor,2024-03-13,1
282,Massive Networks,massivenetworks.com,Agriculture,3571,Yes,2021-06-03,Liam O'Connor,2025-07-20,True
283,Oscorp Networks,oscorpnetworks.com,Construction,92,Yes,2021-01-26,Hana Kobayashi,20/04/2026,True
284,Gringotts LLC,gringottsllc.com,Robotics,3277,False,2022-10-07,Liam O'Connor,2026-02-03,False
285,Zenith Holdings,zenithholdings.com,Biotech,4972,False,2022-10-01,Tariq Osei,2026/02/18,True
286,Catalyst Holdings,catalystholdings.com,Education,4714,False,2022-10-16,Ellen Ford,2025-11-15,False
287,Hooli Holdings,hooliholdings.com,Finance,3139,True,2023-12-08,Tariq Osei,2025/09/18,1
288,Orbit Solutions,orbitsolutions.com,Finance,4547,False,2022-06-07,Ellen Ford,2024-12-22,0
289,Wonka Systems,wonkasystems.com,Robotics,1698,0,2023-06-05,Priya Nair,2024-11-22,1
290,Cobalt Labs,cobaltlabs.com,Agriculture,2588,False,2022-03-25,Ellen Ford,2025-04-25,No
291,Initech Global,initechglobal.com,Logistics,3230,True,2022-02-23,Ellen Ford,2026-01-01,True
292,Quantum Labs,quantumlabs.com,Agriculture,2132,Yes,2021-05-16,Ellen Ford,2025-03-16,False
293,Oscorp Collective,oscorpcollective.com,Food & Beverage,4722,True,2023/05/26,Tariq Osei,2024-03-26,1
294,Meridian Co,meridianco.com,Insurance,4379,False,2022-05-18,Priya Nair,02-23-2025,False
295,Stark Ventures,starkventures.com,Healthcare,2133,False,01/2022,Carlos Mendes,2026-10-21,Yes
296,Atlas LLC,atlasllc.com,Media,2352,True,2021-11-26,Tariq Osei,2026-10-19,True
297,Gringotts Solutions,gringottssolutions.com,Biotech,2573,False,2023-05-20,Ellen Ford,2025-06-24,False
298,Wonka Holdings,wonkaholdings.com,Finance,1730,1,2021-02-16,Priya Nair,2025-09-25,0
299,Nimbus Systems,nimbussystems.com,Biotech,2332,True,27/09/2021,Liam O'Connor,2025-06-28,False
300,Beacon Ventures,beaconventures.com,Food & Beverage,4422,No,2023-12-21,Tariq Osei,2026-11-21,False
